symbol,snapshot_ts,meta_added_ts,meta_expires_ts,meta_duration_sec,meta_archive_schema_version,spot_mid,spot_spread_bps,spot_range_pct_24h,spot_ticker24_chg,derived_liq_global_pct,derived_spread_bps,score_final,sentiment_posts_total,sentiment_posts_pos,sentiment_posts_neu,sentiment_posts_neg,sentiment_mean_score,sentiment_is_silent
LINEA,2026-03-28T21:55:14.555Z,2026-03-28T21:55:14.555971Z,2026-03-28T23:55:14.555971Z,7790.227606,7,0.002935,34.071550255536714,4.98338870431895,1.689,47.93103448275862,34.071550255536714,72.11819989460075,0,0,0,0,,
MET,2026-03-28T21:55:21.327Z,2026-03-28T21:55:21.327369Z,2026-03-28T23:55:21.327369Z,7783.456208,7,0.1401,28.55103497501866,9.35302390998594,-5.64,54.48275862068966,28.55103497501866,55.301179397304274,1,0,1,0,1.0,False
MMT,2026-03-28T21:55:26.739Z,2026-03-28T21:55:26.739392Z,2026-03-28T23:55:26.739392Z,7778.044185,7,0.10635,28.20874471085987,4.456824512534831,-2.002,52.758620689655174,28.20874471085987,40.723417344874235,0,0,0,0,,
NEWT,2026-03-28T21:55:31.534Z,2026-03-28T21:55:31.534318Z,2026-03-28T23:55:31.534318Z,7773.249259,7,0.0711,28.12939521800362,7.757404795486587,-1.391,49.310344827586206,28.12939521800362,60.9188006310157,0,0,0,0,,
PEOPLE,2026-03-28T21:55:55.461Z,2026-03-28T21:55:55.462079Z,2026-03-28T23:55:55.462079Z,7749.321498,7,0.006385,15.661707126076104,6.2499999999999964,-1.205,53.44827586206897,15.661707126076104,46.53886531727578,0,0,0,0,,
SHELL,2026-03-28T21:56:46.213Z,2026-03-28T21:56:46.213583Z,2026-03-28T23:56:46.213583Z,7698.569994,7,0.02715,36.83241252302003,3.260869565217397,0.364,51.03448275862069,36.83241252302003,65.08897699575908,0,0,0,0,,
SPK,2026-03-28T21:56:52.928Z,2026-03-28T21:56:52.928760Z,2026-03-28T23:56:52.928760Z,7691.854817,7,0.020307,14.773230905598455,2.8329872441412074,-2.091,45.172413793103445,14.773230905598455,54.090793165583065,64,18,41,5,0.2969,False
STEEM,2026-03-28T21:56:59.961Z,2026-03-28T21:56:59.962184Z,2026-03-28T23:56:59.962184Z,7684.821393,7,0.06161,100.63301412108466,8.722741433021799,2.793,53.793103448275865,100.63301412108466,69.05676403965005,0,0,0,0,,
TST,2026-03-28T21:57:10.566Z,2026-03-28T21:57:10.566851Z,2026-03-28T23:57:10.566851Z,7674.216726,7,0.008150000000000001,24.53987730061462,5.352798053527994,-0.844,51.37931034482759,24.53987730061462,52.96492248305278,1,0,1,0,1.0,False
W,2026-03-28T21:57:15.789Z,2026-03-28T21:57:15.790162Z,2026-03-28T23:57:15.790162Z,7668.993415,7,0.01475,67.7966101694923,3.9735099337748334,0.0,50.3448275862069,67.7966101694923,65.40176263647214,3,2,1,0,0.3333,False
