symbol,snapshot_ts,meta_added_ts,meta_expires_ts,meta_duration_sec,meta_archive_schema_version,spot_mid,spot_spread_bps,spot_range_pct_24h,spot_ticker24_chg,derived_liq_global_pct,derived_spread_bps,score_final,sentiment_posts_total,sentiment_posts_pos,sentiment_posts_neu,sentiment_posts_neg,sentiment_mean_score,sentiment_is_silent
ETHFI,2026-06-20T21:51:50.016Z,2026-06-20T21:51:50.016969Z,2026-06-20T23:51:50.016969Z,7694.858287,7,0.3455,28.943560057887147,6.08695652173912,0.877,59.02777777777778,28.943560057887147,69.28226947046086,1,0,1,0,1.0,False
OPEN,2026-06-20T21:52:04.950Z,2026-06-20T21:52:04.950504Z,2026-06-20T23:52:04.950504Z,7679.924752,7,0.22315000000000002,4.4812906116969184,9.623992837958827,-0.134,58.68055555555556,4.4812906116969184,63.83349898013707,19,9,8,2,0.4737,False
0G,2026-06-20T21:52:39.000Z,2026-06-20T21:52:39.001167Z,2026-06-20T23:52:39.001167Z,7645.874089,7,0.2695,37.10575139146571,2.985074626865674,-0.372,54.513888888888886,37.10575139146571,67.71060472214741,0,0,0,0,,
2Z,2026-06-20T21:52:47.236Z,2026-06-20T21:52:47.236633Z,2026-06-20T23:52:47.236633Z,7637.638623,7,0.06906000000000001,5.79206487112632,5.56537102473497,-3.741,50.34722222222222,5.79206487112632,62.36607512363958,0,0,0,0,,
ALT,2026-06-20T21:52:53.191Z,2026-06-20T21:52:53.191629Z,2026-06-20T23:52:53.191629Z,7631.683627,7,0.006455,15.491866769945148,10.030864197530871,-5.814,51.736111111111114,15.491866769945148,54.19019465165166,1,0,0,1,0.0,False
CAKE,2026-06-20T21:53:00.064Z,2026-06-20T21:53:00.064394Z,2026-06-20T23:53:00.064394Z,7624.810862,7,1.3755,7.270083605960668,2.558479532163737,-0.292,57.638888888888886,7.270083605960668,65.98021283221986,4,3,1,0,0.75,False
FIL,2026-06-20T21:53:34.366Z,2026-06-20T21:53:34.366734Z,2026-06-20T23:53:34.366734Z,7590.508522,7,0.7865,12.714558169103634,2.9336734693877577,-0.634,52.43055555555556,12.714558169103634,60.51474338625458,28,3,22,3,0.6071,False
FLOKI,2026-06-20T21:53:43.036Z,2026-06-20T21:53:43.036678Z,2026-06-20T23:53:43.036678Z,7581.838578,7,2.577e-05,7.760962359332483,3.126221180148492,-0.852,53.125,7.760962359332483,65.0651537501152,4,3,0,1,0.5,False
GMT,2026-06-20T21:53:50.131Z,2026-06-20T21:53:50.132098Z,2026-06-20T23:53:50.132098Z,7574.743158,7,0.00847,23.612750885477194,8.528037383177567,8.354,46.52777777777778,23.612750885477194,79.87521831632927,0,0,0,0,,
HMSTR,2026-06-20T21:54:03.063Z,2026-06-20T21:54:03.063676Z,2026-06-20T23:54:03.063676Z,7561.81158,7,0.00015865,6.303183107469424,5.84795321637427,-0.388,50.69444444444444,6.303183107469424,57.04058166824915,1,1,0,0,1.0,False
HUMA,2026-06-20T21:54:10.040Z,2026-06-20T21:54:10.040725Z,2026-06-20T23:54:10.040725Z,7554.834531,7,0.023960000000000002,8.347245409016132,3.3693843594009913,0.25,52.083333333333336,8.347245409016132,60.465151672384735,0,0,0,0,,
INIT,2026-06-20T21:54:18.320Z,2026-06-20T21:54:18.321126Z,2026-06-20T23:54:18.321126Z,7546.55413,7,0.05695,17.559262510975042,6.028368794326242,-2.926,56.59722222222222,17.559262510975042,61.5486988955538,0,0,0,0,,
MEME,2026-06-20T21:54:29.240Z,2026-06-20T21:54:29.240884Z,2026-06-20T23:54:29.240884Z,7535.634372,7,0.0005484999999999999,18.2315405651782,8.073394495412842,0.739,45.833333333333336,18.2315405651782,67.71221598245903,53,30,20,3,0.8302,False
MMT,2026-06-20T21:54:37.058Z,2026-06-20T21:54:37.058961Z,2026-06-20T23:54:37.058961Z,7527.816295,7,0.14934999999999998,6.695681285571928,7.404936624416276,6.995,48.263888888888886,6.695681285571928,71.17610155929584,0,0,0,0,,
ORCA,2026-06-20T21:54:43.077Z,2026-06-20T21:54:43.078153Z,2026-06-20T23:54:43.078153Z,7521.797103,7,1.2360000000000002,16.181229773462796,5.5921052631579,0.33,57.986111111111114,16.181229773462796,68.48592588434536,1,1,0,0,1.0,False
PHA,2026-06-20T21:54:56.168Z,2026-06-20T21:54:56.168815Z,2026-06-20T23:54:56.168815Z,7508.706441,7,0.03735,26.773761713521516,7.526881720430119,-1.064,45.138888888888886,26.773761713521516,59.05543709135917,3,0,2,1,1.0,False
